"disturbance","time","pine","wetland","Occu","OccuLower","OccuUpper"
"fire",44,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",44,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",45,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",45,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",45,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",45,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",46,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",46,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",46,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",46,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",47,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",47,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",47,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",47,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",48,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",48,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",48,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",48,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",49,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",49,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",49,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",49,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",50,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",50,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",50,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",50,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",51,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",51,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",51,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",51,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",52,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",52,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",52,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",52,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",53,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",53,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",53,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",53,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",54,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",54,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",54,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",54,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",55,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",55,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",55,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",55,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",56,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",56,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",56,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",56,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",57,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",57,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",57,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",57,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",58,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",58,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",58,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",58,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",59,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",59,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",59,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",59,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",60,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",60,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",60,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",60,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",61,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",61,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",61,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",61,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",62,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",62,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",62,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",62,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",63,0.1,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",63,0.1,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
"fire",63,0.9,0.1,0.0430701079290967,0.00973173134797053,0.170906291095156
"fire",63,0.9,0.9,0.570429716127637,0.0000180236965422285,0.999989778575303
