"file","start","starthr","startmin","startsec","score","rsl","validation"
"RD-009-08-300_20150707_224000.wac","00:01:19.184","00",1,"19.184",71.39,47,"y"
"RD-009-08-300_20150707_224000.wac","00:01:37.168","00",1,"37.168",74.49,50,"y"
"RD-009-08-300_20150707_224000.wac","00:01:40.176","00",1,"40.176",75.65,51,"y"
"RD-009-08-300_20150707_224000.wac","00:01:40.824","00",1,"40.824",64,38,"b"
"RD-009-08-300_20150707_224000.wac","00:01:42.480","00",1,"42.480",61.34,32,"y"
"RD-009-08-300_20150707_224000.wac","00:01:43.312","00",1,"43.312",65.75,25,"y"
"RD-009-08-300_20150707_224000.wac","00:01:43.712","00",1,"43.712",73.07,56,"y"
"RD-009-08-300_20150707_224000.wac","00:01:45.544","00",1,"45.544",71.76,47,"y"
"RD-009-08-300_20150707_224000.wac","00:01:47.432","00",1,"47.432",75.26,54,"y"
"RD-009-08-300_20150707_224000.wac","00:01:50.136","00",1,"50.136",76.33,54,"y"
"RD-009-08-300_20150707_224000.wac","00:01:51.744","00",1,"51.744",76.92,56,"y"
"RD-009-08-300_20150707_224000.wac","00:01:53.920","00",1,"53.920",74.01,52,"y"
"RD-009-08-300_20150707_224000.wac","00:01:55.680","00",1,"55.680",75.36,50,"y"
"RD-009-08-300_20150707_224000.wac","00:01:57.656","00",1,"57.656",71.39,51,"y"
"RD-009-08-300_20150707_224000.wac","00:01:59.440","00",1,"59.440",74.3,51,"y"
"RD-009-08-300_20150707_224000.wac","00:02:01.456","00",2,"01.456",74.39,53,"y"
"RD-009-08-300_20150707_224000.wac","00:02:03.096","00",2,"03.096",76.92,52,"y"
"RD-009-08-300_20150707_224000.wac","00:02:05.288","00",2,"05.288",68.52,45,"y"
"RD-009-08-300_20150707_224000.wac","00:02:07.272","00",2,"07.272",71.85,46,"y"
"RD-009-08-300_20150707_224000.wac","00:02:09.192","00",2,"09.192",71.3,44,"y"
"RD-009-08-300_20150707_224000.wac","00:02:11.104","00",2,"11.104",66.69,43,"y"
"RD-009-08-300_20150707_224000.wac","00:02:35.792","00",2,"35.792",70.39,48,"y"
"RD-009-08-300_20150707_224000.wac","00:02:38.544","00",2,"38.544",75.94,55,"y"
"RD-009-08-300_20150707_224000.wac","00:02:40.904","00",2,"40.904",74.78,48,"y"
"RD-009-08-300_20150707_224000.wac","00:02:45.704","00",2,"45.704",69.05,52,"y"
"RD-009-08-300_20150707_224000.wac","00:02:46.536","00",2,"46.536",66.86,44,"y"
"RD-009-08-300_20150707_224000.wac","00:02:48.016","00",2,"48.016",71.12,48,"y"
"RD-009-08-300_20150707_224000.wac","00:02:49.880","00",2,"49.880",72.13,56,"y"
"RD-009-08-300_20150707_224000.wac","00:02:51.416","00",2,"51.416",66.69,33,"y"
"RD-009-08-300_20150707_224000.wac","00:02:51.664","00",2,"51.664",73.16,47,"y"
"RD-009-08-300_20150707_224000.wac","00:02:52.048","00",2,"52.048",77.22,45,"y"
"RD-009-08-300_20150707_224000.wac","00:02:53.600","00",2,"53.600",73.25,54,"y"
"RD-009-08-300_20150707_224000.wac","00:02:55.784","00",2,"55.784",69.58,53,"y"
"RD-009-08-300_20150707_224000.wac","00:02:57.664","00",2,"57.664",68.16,44,"y"
"RD-009-08-300_20150707_224000.wac","00:02:58.208","00",2,"58.208",68.34,49,"y"
"RD-009-08-300_20150707_230000.wac","00:00:01.064","00",0,"01.064",65,32,"b"
"RD-009-08-300_20150707_230000.wac","00:00:02.800","00",0,"02.800",68.34,43,"y"
"RD-009-08-300_20150707_230000.wac","00:00:05.304","00",0,"05.304",73.63,48,"y"
"RD-009-08-300_20150707_230000.wac","00:00:07.376","00",0,"07.376",67.81,34,"y"
"RD-009-08-300_20150707_230000.wac","00:00:12.936","00",0,"12.936",72.69,45,"y"
"RD-009-08-300_20150707_230000.wac","00:00:15.104","00",0,"15.104",74.2,48,"y"
"RD-009-08-300_20150707_230000.wac","00:00:19.584","00",0,"19.584",65.25,42,"y"
"RD-009-08-300_20150707_230000.wac","00:00:24.824","00",0,"24.824",64,36,"y"
"RD-009-08-300_20150707_230000.wac","00:00:29.512","00",0,"29.512",64.75,47,"y"
"RD-009-08-300_20150707_230000.wac","00:00:32.000","00",0,"32.000",64.33,41,"y"
"RD-009-08-300_20150707_230000.wac","00:00:49.752","00",0,"49.752",60.56,36,"y"
"RD-009-08-300_20150707_230000.wac","00:00:51.968","00",0,"51.968",72.78,45,"y"
"RD-009-08-300_20150707_230000.wac","00:00:57.712","00",0,"57.712",71.85,42,"y"
"RD-009-08-300_20150707_230000.wac","00:01:12.336","00",1,"12.336",69.58,43,"y"
"RD-009-08-300_20150707_230000.wac","00:01:14.784","00",1,"14.784",63.02,45,"y"
"RD-009-08-300_20150707_230000.wac","00:01:15.624","00",1,"15.624",71.95,52,"y"
"RD-009-08-300_20150707_230000.wac","00:01:16.672","00",1,"16.672",68.34,48,"y"
"RD-009-08-300_20150707_230000.wac","00:01:19.504","00",1,"19.504",71.49,47,"y"
"RD-009-08-300_20150707_230000.wac","00:01:20.912","00",1,"20.912",72.13,51,"y"
"RD-009-08-300_20150707_230000.wac","00:01:22.208","00",1,"22.208",64.17,36,"y"
"RD-009-08-300_20150707_230000.wac","00:01:22.688","00",1,"22.688",75.07,54,"y"
"RD-009-08-300_20150707_230000.wac","00:01:25.704","00",1,"25.704",64,26,"y"
"RD-009-08-300_20150707_230000.wac","00:01:29.240","00",1,"29.240",71.76,52,"y"
"RD-009-08-300_20150707_230000.wac","00:01:33.016","00",1,"33.016",60.71,40,"y"
"RD-009-08-300_20150707_230000.wac","00:01:33.488","00",1,"33.488",71.67,58,"y"
"RD-009-08-300_20150707_230000.wac","00:01:35.272","00",1,"35.272",78.42,59,"y"
"RD-009-08-300_20150707_230000.wac","00:01:35.792","00",1,"35.792",66.35,46,"y"
"RD-009-08-300_20150707_230000.wac","00:01:36.832","00",1,"36.832",72.41,60,"y"
"RD-009-08-300_20150707_230000.wac","00:01:38.344","00",1,"38.344",73.82,61,"y"
"RD-009-08-300_20150707_230000.wac","00:01:40.024","00",1,"40.024",77.52,57,"y"
"RD-009-08-300_20150707_230000.wac","00:01:41.408","00",1,"41.408",73.44,59,"y"
"RD-009-08-300_20150707_230000.wac","00:01:47.600","00",1,"47.600",61.1,32,"y"
"RD-009-08-300_20150707_230000.wac","00:01:50.552","00",1,"50.552",69.94,44,"y"
"RD-009-08-300_20150707_230000.wac","00:01:56.352","00",1,"56.352",60.95,37,"y"
"RD-009-08-300_20150707_230000.wac","00:01:58.608","00",1,"58.608",60.95,37,"y"
"RD-009-08-300_20150707_230000.wac","00:02:02.776","00",2,"02.776",60.17,37,"y"
"RD-009-08-300_20150707_230000.wac","00:02:09.384","00",2,"09.384",61.34,32,"y"
"RD-009-08-300_20150707_230000.wac","00:02:23.536","00",2,"23.536",71.85,46,"y"
"RD-009-08-300_20150707_230000.wac","00:02:36.744","00",2,"36.744",62.54,39,"y"
"RD-009-08-300_20150707_230000.wac","00:02:41.072","00",2,"41.072",60.87,38,"y"
"RD-009-08-300_20150707_230000.wac","00:02:58.040","00",2,"58.040",63.1,39,"y"
"RD-009-08-300_20150708_222000.wac","00:00:24.680","00",0,"24.680",62.13,47,"y"
"RD-009-08-300_20150708_222000.wac","00:00:49.816","00",0,"49.816",64,35,"y"
"RD-009-08-300_20150708_222000.wac","00:00:53.024","00",0,"53.024",65.92,35,"y"
"RD-009-08-300_20150708_222000.wac","00:00:55.760","00",0,"55.760",67.73,33,"y"
"RD-009-08-300_20150708_222000.wac","00:01:03.344","00",1,"03.344",61.26,37,"b"
"RD-009-08-300_20150708_222000.wac","00:01:24.640","00",1,"24.640",68.34,38,"y"
"RD-009-08-300_20150708_222000.wac","00:01:53.144","00",1,"53.144",65.75,35,"y"
"RD-009-08-300_20150709_220000.wac","00:01:18.112","00",1,"18.112",75.84,43,"y"
"RD-009-08-300_20150709_220000.wac","00:01:19.984","00",1,"19.984",76.04,39,"y"
"RD-009-08-300_20150709_220000.wac","00:01:35.144","00",1,"35.144",69.58,42,"y"
"RD-009-08-300_20150709_220000.wac","00:01:39.992","00",1,"39.992",74.97,44,"y"
"RD-009-08-300_20150709_220000.wac","00:01:42.440","00",1,"42.440",71.03,42,"y"
"RD-009-08-300_20150709_220000.wac","00:01:45.928","00",1,"45.928",67.9,42,"y"
"RD-009-08-300_20150709_220000.wac","00:01:50.888","00",1,"50.888",75.45,43,"y"
"RD-009-08-300_20150709_220000.wac","00:01:53.088","00",1,"53.088",76.63,45,"y"
"RD-009-08-300_20150709_220000.wac","00:01:55.464","00",1,"55.464",70.21,39,"y"
"RD-009-08-300_20150709_220000.wac","00:01:57.592","00",1,"57.592",72.6,40,"y"
"RD-009-08-300_20150709_220000.wac","00:02:22.632","00",2,"22.632",70.66,41,"b"
"RD-009-08-300_20150709_220000.wac","00:02:30.336","00",2,"30.336",65.5,40,"y"
"RD-009-08-300_20150709_220000.wac","00:02:33.688","00",2,"33.688",68.6,40,"y"
"RD-009-08-300_20150709_220000.wac","00:02:37.016","00",2,"37.016",65.25,41,"y"
"RD-009-08-300_20150709_220000.wac","00:02:38.960","00",2,"38.960",72.13,36,"y"
"RD-009-08-300_20150709_220000.wac","00:02:41.896","00",2,"41.896",73.35,41,"y"
"RD-009-08-300_20150709_220000.wac","00:02:47.928","00",2,"47.928",71.49,43,"b"
"RD-009-08-300_20150709_220000.wac","00:02:55.040","00",2,"55.040",67.47,35,"y"
"RD-009-08-300_20150709_222000.wac","00:00:00.984","00",0,"00.984",67.64,41,"y"
"RD-009-08-300_20150709_222000.wac","00:00:05.352","00",0,"05.352",73.07,44,"y"
"RD-009-08-300_20150709_222000.wac","00:00:08.112","00",0,"08.112",74.39,50,"y"
"RD-009-08-300_20150709_222000.wac","00:00:12.400","00",0,"12.400",63.35,38,"y"
"RD-009-08-300_20150709_222000.wac","00:00:25.408","00",0,"25.408",67.38,39,"y"
"RD-009-08-300_20150709_222000.wac","00:00:31.912","00",0,"31.912",64.25,57,"b"
"RD-009-08-300_20150709_222000.wac","00:00:34.616","00",0,"34.616",66.35,41,"y"
"RD-009-08-300_20150709_222000.wac","00:00:36.752","00",0,"36.752",76.73,50,"y"
"RD-009-08-300_20150709_222000.wac","00:00:38.840","00",0,"38.840",71.21,51,"y"
"RD-009-08-300_20150709_222000.wac","00:00:56.712","00",0,"56.712",67.81,38,"y"
"RD-009-08-300_20150709_222000.wac","00:01:03.208","00",1,"03.208",60.71,39,"y"
"RD-009-08-300_20150709_222000.wac","00:01:04.472","00",1,"04.472",67.47,35,"y"
"RD-009-08-300_20150709_222000.wac","00:01:07.344","00",1,"07.344",73.73,40,"y"
"RD-009-08-300_20150709_222000.wac","00:01:12.008","00",1,"12.008",63.26,42,"y"
"RD-009-08-300_20150709_222000.wac","00:01:22.504","00",1,"22.504",71.67,45,"y"
"RD-009-08-300_20150709_222000.wac","00:01:29.400","00",1,"29.400",67.73,42,"y"
"RD-009-08-300_20150709_222000.wac","00:01:33.880","00",1,"33.880",69.49,40,"y"
"RD-009-08-300_20150709_222000.wac","00:01:38.272","00",1,"38.272",66.69,40,"y"
"RD-009-08-300_20150709_222000.wac","00:01:40.992","00",1,"40.992",61.42,40,"y"
"RD-009-08-300_20150709_222000.wac","00:01:41.688","00",1,"41.688",62.78,41,"y"
"RD-009-08-300_20150709_222000.wac","00:01:46.512","00",1,"46.512",61.42,41,"y"
"RD-009-08-300_20150709_222000.wac","00:01:46.912","00",1,"46.912",71.21,52,"y"
"RD-009-08-300_20150709_222000.wac","00:01:48.616","00",1,"48.616",63.35,47,"y"
"RD-009-08-300_20150709_222000.wac","00:01:50.192","00",1,"50.192",63.59,39,"y"
"RD-009-08-300_20150709_222000.wac","00:01:50.504","00",1,"50.504",71.21,50,"y"
"RD-009-08-300_20150709_222000.wac","00:01:52.232","00",1,"52.232",66.35,39,"y"
"RD-009-08-300_20150709_222000.wac","00:01:53.424","00",1,"53.424",69.85,40,"y"
"RD-009-08-300_20150709_222000.wac","00:01:56.896","00",1,"56.896",70.66,38,"y"
"RD-009-08-300_20150709_222000.wac","00:01:58.096","00",1,"58.096",67.47,42,"b"
"RD-009-08-300_20150709_222000.wac","00:02:00.968","00",2,"00.968",69.85,45,"y"
"RD-009-08-300_20150709_222000.wac","00:02:04.040","00",2,"04.040",71.39,44,"y"
"RD-009-08-300_20150709_222000.wac","00:02:07.168","00",2,"07.168",66.52,39,"y"
"RD-009-08-300_20150709_222000.wac","00:02:09.680","00",2,"09.680",68.96,53,"y"
"RD-009-08-300_20150709_222000.wac","00:02:11.456","00",2,"11.456",67.29,49,"y"
"RD-009-08-300_20150709_222000.wac","00:02:12.592","00",2,"12.592",71.85,56,"y"
"RD-009-08-300_20150709_222000.wac","00:02:13.760","00",2,"13.760",69.58,56,"y"
"RD-009-08-300_20150709_222000.wac","00:02:15.016","00",2,"15.016",72.6,54,"y"
"RD-009-08-300_20150709_222000.wac","00:02:16.216","00",2,"16.216",70.39,48,"y"
"RD-009-08-300_20150709_222000.wac","00:02:17.552","00",2,"17.552",71.3,50,"y"
"RD-009-08-300_20150709_222000.wac","00:02:18.128","00",2,"18.128",63.92,20,"n"
"RD-009-08-300_20150709_222000.wac","00:02:20.024","00",2,"20.024",71.21,48,"y"
"RD-009-08-300_20150709_222000.wac","00:02:21.176","00",2,"21.176",67.47,46,"y"
"RD-009-08-300_20150709_222000.wac","00:02:22.512","00",2,"22.512",71.12,40,"y"
"RD-009-08-300_20150709_222000.wac","00:02:23.992","00",2,"23.992",71.76,50,"y"
"RD-009-08-300_20150709_222000.wac","00:02:28.832","00",2,"28.832",73.44,42,"y"
"RD-009-08-300_20150709_222000.wac","00:02:31.064","00",2,"31.064",72.78,50,"b"
"RD-009-08-300_20150709_222000.wac","00:02:37.864","00",2,"37.864",68.08,39,"y"
"RD-009-08-300_20150709_222000.wac","00:02:40.104","00",2,"40.104",66.52,40,"y"
"RD-009-08-300_20150709_222000.wac","00:02:42.264","00",2,"42.264",67.9,38,"y"
"RD-009-08-300_20150709_222000.wac","00:02:42.872","00",2,"42.872",63.02,38,"y"
"RD-009-08-300_20150709_222000.wac","00:02:45.760","00",2,"45.760",72.78,45,"y"
"RD-009-08-300_20150709_222000.wac","00:02:47.592","00",2,"47.592",77.72,48,"y"
"RD-009-08-300_20150709_222000.wac","00:02:49.280","00",2,"49.280",70.94,41,"y"
"RD-009-08-300_20150709_222000.wac","00:02:51.488","00",2,"51.488",61.1,36,"y"
"RD-009-08-300_20150709_222000.wac","00:02:53.936","00",2,"53.936",64.41,39,"y"
"RD-009-08-300_20150709_222000.wac","00:02:57.312","00",2,"57.312",63.51,39,"y"
"RD-009-08-300_20150709_224000.wac","00:00:02.088","00",0,"02.088",67.81,43,"y"
"RD-009-08-300_20150709_224000.wac","00:00:09.576","00",0,"09.576",64.91,39,"y"
"RD-009-08-300_20150709_224000.wac","00:00:12.296","00",0,"12.296",71.49,43,"y"
"RD-009-08-300_20150709_224000.wac","00:00:16.000","00",0,"16.000",65.16,38,"y"
"RD-009-08-300_20150709_224000.wac","00:00:18.112","00",0,"18.112",72.6,46,"y"
"RD-009-08-300_20150709_224000.wac","00:00:20.808","00",0,"20.808",69.76,47,"y"
"RD-009-08-300_20150709_224000.wac","00:00:21.704","00",0,"21.704",69.58,46,"y"
"RD-009-08-300_20150709_224000.wac","00:00:22.816","00",0,"22.816",65.75,38,"y"
"RD-009-08-300_20150709_224000.wac","00:00:23.896","00",0,"23.896",61.18,38,"y"
"RD-009-08-300_20150709_224000.wac","00:00:25.224","00",0,"25.224",64.41,39,"y"
"RD-009-08-300_20150709_224000.wac","00:00:26.224","00",0,"26.224",62.13,38,"y"
"RD-009-08-300_20150709_224000.wac","00:00:27.040","00",0,"27.040",68.6,38,"y"
"RD-009-08-300_20150709_224000.wac","00:00:27.464","00",0,"27.464",70.57,40,"y"
"RD-009-08-300_20150709_224000.wac","00:00:30.168","00",0,"30.168",74.3,50,"y"
"RD-009-08-300_20150709_224000.wac","00:00:32.192","00",0,"32.192",73.54,44,"y"
"RD-009-08-300_20150709_224000.wac","00:00:35.784","00",0,"35.784",66.09,46,"b"
"RD-009-08-300_20150709_224000.wac","00:00:37.152","00",0,"37.152",66.01,41,"b"
"RD-009-08-300_20150709_224000.wac","00:00:41.528","00",0,"41.528",68.43,40,"y"
"RD-009-08-300_20150709_224000.wac","00:00:43.648","00",0,"43.648",70.39,42,"y"
"RD-009-08-300_20150709_224000.wac","00:00:45.640","00",0,"45.640",69.76,36,"y"
"RD-009-08-300_20150709_224000.wac","00:00:48.080","00",0,"48.080",65.16,38,"y"
"RD-009-08-300_20150709_224000.wac","00:00:49.936","00",0,"49.936",66.52,40,"y"
"RD-009-08-300_20150709_224000.wac","00:00:51.976","00",0,"51.976",70.03,42,"y"
"RD-009-08-300_20150709_224000.wac","00:00:55.584","00",0,"55.584",69.85,46,"y"
"RD-009-08-300_20150709_224000.wac","00:00:58.000","00",0,"58.000",70.39,53,"y"
"RD-009-08-300_20150709_224000.wac","00:01:00.680","00",1,"00.680",74.11,55,"y"
"RD-009-08-300_20150709_224000.wac","00:01:02.944","00",1,"02.944",74.2,57,"y"
"RD-009-08-300_20150709_224000.wac","00:01:06.416","00",1,"06.416",70.39,55,"y"
"RD-009-08-300_20150709_224000.wac","00:01:10.520","00",1,"10.520",75.36,57,"y"
"RD-009-08-300_20150709_224000.wac","00:01:13.184","00",1,"13.184",78.02,57,"b"
"RD-009-08-300_20150709_224000.wac","00:01:14.384","00",1,"14.384",60.87,34,"y"
"RD-009-08-300_20150709_224000.wac","00:01:15.000","00",1,"15.000",77.02,58,"y"
"RD-009-08-300_20150709_224000.wac","00:01:18.160","00",1,"18.160",75.07,55,"y"
"RD-009-08-300_20150709_224000.wac","00:01:19.936","00",1,"19.936",76.92,55,"y"
"RD-009-08-300_20150709_224000.wac","00:01:21.832","00",1,"21.832",74.78,56,"y"
"RD-009-08-300_20150709_224000.wac","00:01:23.912","00",1,"23.912",74.49,56,"y"
"RD-009-08-300_20150709_224000.wac","00:01:25.352","00",1,"25.352",76.92,57,"y"
"RD-009-08-300_20150709_224000.wac","00:01:27.400","00",1,"27.400",75.07,57,"y"
"RD-009-08-300_20150709_224000.wac","00:01:28.424","00",1,"28.424",65.08,39,"y"
"RD-009-08-300_20150709_224000.wac","00:01:29.552","00",1,"29.552",71.67,48,"y"
"RD-009-08-300_20150709_224000.wac","00:01:31.608","00",1,"31.608",72.69,52,"y"
"RD-009-08-300_20150709_224000.wac","00:01:32.992","00",1,"32.992",65.33,36,"y"
"RD-009-08-300_20150709_224000.wac","00:01:33.472","00",1,"33.472",69.94,50,"y"
"RD-009-08-300_20150709_224000.wac","00:01:35.960","00",1,"35.960",73.25,46,"y"
"RD-009-08-300_20150709_224000.wac","00:01:38.208","00",1,"38.208",68.52,42,"y"
"RD-009-08-300_20150709_224000.wac","00:01:41.416","00",1,"41.416",67.03,42,"y"
"RD-009-08-300_20150709_224000.wac","00:01:43.888","00",1,"43.888",66.69,40,"y"
"RD-009-08-300_20150709_224000.wac","00:01:44.976","00",1,"44.976",67.73,41,"y"
"RD-009-08-300_20150709_224000.wac","00:01:46.280","00",1,"46.280",62.46,45,"y"
"RD-009-08-300_20150709_224000.wac","00:01:47.528","00",1,"47.528",60.17,38,"y"
"RD-009-08-300_20150709_224000.wac","00:01:49.272","00",1,"49.272",71.3,50,"y"
"RD-009-08-300_20150709_224000.wac","00:01:51.528","00",1,"51.528",71.03,49,"y"
"RD-009-08-300_20150709_224000.wac","00:01:52.952","00",1,"52.952",61.42,39,"y"
"RD-009-08-300_20150709_224000.wac","00:01:53.704","00",1,"53.704",60.95,41,"b"
"RD-009-08-300_20150709_224000.wac","00:01:54.056","00",1,"54.056",72.6,49,"y"
"RD-009-08-300_20150709_224000.wac","00:01:55.096","00",1,"55.096",60.79,32,"y"
"RD-009-08-300_20150709_224000.wac","00:01:57.216","00",1,"57.216",69.58,49,"y"
"RD-009-08-300_20150709_224000.wac","00:01:57.584","00",1,"57.584",61.58,35,"y"
"RD-009-08-300_20150709_224000.wac","00:01:58.816","00",1,"58.816",68.16,42,"y"
"RD-009-08-300_20150709_224000.wac","00:02:00.416","00",2,"00.416",68.96,43,"y"
"RD-009-08-300_20150709_224000.wac","00:02:04.704","00",2,"04.704",72.6,49,"y"
"RD-009-08-300_20150709_224000.wac","00:02:05.904","00",2,"05.904",74.49,49,"y"
"RD-009-08-300_20150709_224000.wac","00:02:07.008","00",2,"07.008",71.3,53,"y"
"RD-009-08-300_20150709_224000.wac","00:02:09.568","00",2,"09.568",63.84,41,"y"
"RD-009-08-300_20150709_224000.wac","00:02:13.352","00",2,"13.352",61.82,39,"y"
"RD-009-08-300_20150709_224000.wac","00:02:14.832","00",2,"14.832",71.39,42,"y"
"RD-009-08-300_20150709_224000.wac","00:02:15.504","00",2,"15.504",63.1,37,"y"
"RD-009-08-300_20150709_224000.wac","00:02:16.424","00",2,"16.424",71.58,48,"y"
"RD-009-08-300_20150709_224000.wac","00:02:18.584","00",2,"18.584",72.13,46,"y"
"RD-009-08-300_20150709_224000.wac","00:02:21.392","00",2,"21.392",73.35,44,"y"
"RD-009-08-300_20150709_224000.wac","00:02:22.880","00",2,"22.880",60.71,35,"y"
"RD-009-08-300_20150709_224000.wac","00:02:23.848","00",2,"23.848",66.01,45,"y"
"RD-009-08-300_20150709_224000.wac","00:02:26.792","00",2,"26.792",73.54,53,"y"
"RD-009-08-300_20150709_224000.wac","00:02:28.552","00",2,"28.552",73.92,47,"y"
"RD-009-08-300_20150709_224000.wac","00:02:30.480","00",2,"30.480",71.39,47,"y"
"RD-009-08-300_20150709_224000.wac","00:02:31.216","00",2,"31.216",65.42,44,"y"
"RD-009-08-300_20150709_224000.wac","00:02:35.168","00",2,"35.168",74.01,46,"y"
"RD-009-08-300_20150709_224000.wac","00:02:36.184","00",2,"36.184",61.98,41,"y"
"RD-009-08-300_20150709_224000.wac","00:02:36.504","00",2,"36.504",74.2,47,"y"
"RD-009-08-300_20150709_224000.wac","00:02:37.912","00",2,"37.912",72.13,53,"y"
"RD-009-08-300_20150709_224000.wac","00:02:38.936","00",2,"38.936",70.94,46,"y"
"RD-009-08-300_20150709_224000.wac","00:02:40.464","00",2,"40.464",68.34,46,"y"
"RD-009-08-300_20150709_224000.wac","00:02:43.064","00",2,"43.064",61.42,35,"y"
"RD-009-08-300_20150709_224000.wac","00:02:48.560","00",2,"48.560",67.38,32,"y"
"RD-009-08-300_20150709_224000.wac","00:02:59.528","00",2,"59.528",66.69,38,"y"
"RD-009-08-300_20150709_230000.wac","00:00:06.320","00",0,"06.320",65.42,46,"y"
"RD-009-08-300_20150709_230000.wac","00:00:09.360","00",0,"09.360",65.67,38,"y"
"RD-009-08-300_20150709_230000.wac","00:00:10.624","00",0,"10.624",70.57,42,"y"
"RD-009-08-300_20150709_230000.wac","00:00:12.704","00",0,"12.704",68.87,43,"y"
"RD-009-08-300_20150709_230000.wac","00:00:14.544","00",0,"14.544",75.55,47,"y"
"RD-009-08-300_20150709_230000.wac","00:00:15.896","00",0,"15.896",70.66,38,"y"
"RD-009-08-300_20150709_230000.wac","00:00:16.496","00",0,"16.496",61.03,39,"y"
"RD-009-08-300_20150709_230000.wac","00:00:21.160","00",0,"21.160",64.41,35,"y"
"RD-009-08-300_20150709_230000.wac","00:00:23.984","00",0,"23.984",65.08,36,"y"
"RD-009-08-300_20150709_230000.wac","00:00:24.624","00",0,"24.624",78.32,46,"y"
"RD-009-08-300_20150709_230000.wac","00:00:25.928","00",0,"25.928",75.84,54,"y"
"RD-009-08-300_20150709_230000.wac","00:00:26.176","00",0,"26.176",71.67,33,"y"
"RD-009-08-300_20150709_230000.wac","00:00:27.864","00",0,"27.864",65.92,40,"y"
"RD-009-08-300_20150709_230000.wac","00:00:29.496","00",0,"29.496",64.66,41,"y"
"RD-009-08-300_20150709_230000.wac","00:00:30.192","00",0,"30.192",60.25,42,"y"
"RD-009-08-300_20150709_230000.wac","00:00:34.096","00",0,"34.096",68.69,41,"y"
"RD-009-08-300_20150709_230000.wac","00:00:35.640","00",0,"35.640",63.43,38,"y"
"RD-009-08-300_20150709_230000.wac","00:00:36.064","00",0,"36.064",60.56,47,"y"
"RD-009-08-300_20150709_230000.wac","00:00:37.296","00",0,"37.296",67.99,31,"y"
"RD-009-08-300_20150709_230000.wac","00:00:38.944","00",0,"38.944",67.55,35,"y"
"RD-009-08-300_20150709_230000.wac","00:00:44.080","00",0,"44.080",77.62,47,"y"
"RD-009-08-300_20150709_230000.wac","00:00:45.384","00",0,"45.384",77.62,45,"y"
"RD-009-08-300_20150709_230000.wac","00:00:48.920","00",0,"48.920",62.06,39,"y"
"RD-009-08-300_20150709_230000.wac","00:00:49.224","00",0,"49.224",62.38,38,"y"
"RD-009-08-300_20150709_230000.wac","00:00:51.768","00",0,"51.768",61.74,38,"y"
"RD-009-08-300_20150709_230000.wac","00:00:57.456","00",0,"57.456",63.18,42,"y"
"RD-009-08-300_20150709_230000.wac","00:01:11.312","00",1,"11.312",61.74,36,"y"
"RD-009-08-300_20150709_230000.wac","00:01:14.672","00",1,"14.672",66.78,42,"y"
"RD-009-08-300_20150709_230000.wac","00:01:16.560","00",1,"16.560",69.13,40,"y"
"RD-009-08-300_20150709_230000.wac","00:01:18.504","00",1,"18.504",62.78,35,"y"
"RD-009-08-300_20150709_230000.wac","00:01:22.408","00",1,"22.408",67.03,39,"y"
"RD-009-08-300_20150709_230000.wac","00:01:25.768","00",1,"25.768",63.26,34,"b"
"RD-009-08-300_20150709_230000.wac","00:01:28.832","00",1,"28.832",62.13,39,"y"
"RD-009-08-300_20150709_230000.wac","00:01:35.352","00",1,"35.352",62.62,38,"y"
"RD-009-08-300_20150709_230000.wac","00:01:37.216","00",1,"37.216",69.13,44,"y"
"RD-009-08-300_20150709_230000.wac","00:01:39.208","00",1,"39.208",64.33,34,"y"
"RD-009-08-300_20150709_230000.wac","00:01:41.232","00",1,"41.232",66.26,38,"y"
"RD-009-08-300_20150709_230000.wac","00:01:48.712","00",1,"48.712",63.59,43,"y"
"RD-009-08-300_20150709_230000.wac","00:01:50.608","00",1,"50.608",61.03,39,"y"
"RD-009-08-300_20150709_230000.wac","00:01:52.496","00",1,"52.496",61.82,41,"y"
"RD-009-08-300_20150709_230000.wac","00:01:56.496","00",1,"56.496",60.56,40,"y"
"RD-009-08-300_20150709_230000.wac","00:01:58.512","00",1,"58.512",61.1,34,"y"
"RD-009-08-300_20150709_230000.wac","00:02:00.584","00",2,"00.584",63.51,38,"y"
"RD-009-08-300_20150709_230000.wac","00:02:02.600","00",2,"02.600",67.99,42,"y"
"RD-009-08-300_20150709_230000.wac","00:02:18.064","00",2,"18.064",63.02,37,"y"
"RD-009-08-300_20150709_230000.wac","00:02:21.992","00",2,"21.992",67.81,38,"y"
"RD-009-08-300_20150709_230000.wac","00:02:43.560","00",2,"43.560",63.92,35,"y"
"RD-009-10-300_20150707_232000.wac","00:00:04.904","00",0,"04.904",60.87,43,"y"
"RD-009-10-300_20150707_232000.wac","00:00:19.672","00",0,"19.672",63.43,54,"n"
"RD-009-10-300_20150707_232000.wac","00:00:26.720","00",0,"26.720",65.16,42,"y"
"RD-009-10-300_20150707_232000.wac","00:00:30.224","00",0,"30.224",66.86,33,"y"
"RD-009-10-300_20150707_232000.wac","00:00:45.952","00",0,"45.952",66.95,43,"n"
"RD-009-10-300_20150707_232000.wac","00:01:09.312","00",1,"09.312",66.09,31,"y"
"RD-009-10-300_20150707_232000.wac","00:01:15.368","00",1,"15.368",61.9,34,"y"
"RD-009-10-300_20150707_232000.wac","00:01:39.920","00",1,"39.920",66.01,38,"y"
