"file","start","starthr","startmin","startsec","score","rsl","validation"
"AM-403-CT_20140606_220000.wac","00:02:31.232","00",2,"31.232",60.95,34,"n"
"AM-403-CT_20140613_230000.wac","00:00:26.032","00",0,"26.032",61.34,48,"n"
"AM-403-CT_20140613_230000.wac","00:00:33.104","00",0,"33.104",64.08,50,"n"
"AM-403-CT_20140613_230000.wac","00:01:20.064","00",1,"20.064",62.54,51,"n"
"AM-403-CT_20140613_230000.wac","00:01:38.808","00",1,"38.808",62.94,51,"n"
"AM-403-CT_20140613_230000.wac","00:02:33.192","00",2,"33.192",62.06,50,"n"
"AM-403-CT_20140613_230000.wac","00:02:45.952","00",2,"45.952",61.58,50,"n"
"AM-403-CT_20140613_230000.wac","00:02:51.776","00",2,"51.776",62.46,47,"n"
"AM-403-CT_20140613_230000.wac","00:02:53.600","00",2,"53.600",62.29,46,"n"
"AM-403-CT_20140613_230000.wac","00:02:59.352","00",2,"59.352",63.18,45,"n"
"AM-403-CT_20140616_220000.wac","00:00:44.304","00",0,"44.304",66.6,45,"n"
"AM-403-CT_20140616_220000.wac","00:00:45.112","00",0,"45.112",60.4,44,"n"
"AM-403-CT_20140616_220000.wac","00:00:45.936","00",0,"45.936",67.03,50,"n"
"AM-403-CT_20140616_220000.wac","00:00:47.992","00",0,"47.992",63.59,55,"n"
"AM-403-CT_20140616_220000.wac","00:00:49.224","00",0,"49.224",66.78,57,"n"
"AM-403-CT_20140616_220000.wac","00:00:49.472","00",0,"49.472",61.26,47,"n"
"AM-403-CT_20140616_220000.wac","00:00:49.880","00",0,"49.880",62.78,55,"n"
"AM-403-CT_20140616_220000.wac","00:00:51.312","00",0,"51.312",61.58,57,"n"
"AM-403-CT_20140616_220000.wac","00:00:51.936","00",0,"51.936",60.63,57,"n"
"AM-403-CT_20140616_220000.wac","00:00:59.752","00",0,"59.752",62.13,49,"n"
"AM-403-CT_20140616_220000.wac","00:01:00.416","00",1,"00.416",60.95,50,"n"
"AM-403-CT_20140616_220000.wac","00:01:00.888","00",1,"00.888",61.1,53,"n"
"AM-403-CT_20140616_220000.wac","00:01:04.344","00",1,"04.344",65.75,51,"n"
"AM-403-CT_20140616_220000.wac","00:01:06.744","00",1,"06.744",62.13,57,"n"
"AM-403-CT_20140616_220000.wac","00:01:08.272","00",1,"08.272",63.35,51,"n"
"AM-403-CT_20140616_220000.wac","00:01:08.912","00",1,"08.912",67.73,55,"n"
"AM-403-CT_20140616_220000.wac","00:01:09.160","00",1,"09.160",66.18,48,"n"
"AM-403-CT_20140616_220000.wac","00:01:09.592","00",1,"09.592",71.21,55,"n"
"AM-403-CT_20140616_220000.wac","00:01:11.496","00",1,"11.496",65.67,41,"n"
"AM-403-CT_20140616_220000.wac","00:01:12.576","00",1,"12.576",65.33,23,"n"
"AM-403-CT_20140616_220000.wac","00:01:15.240","00",1,"15.240",61.18,48,"n"
"AM-403-CT_20140616_220000.wac","00:01:16.240","00",1,"16.240",62.94,54,"n"
"AM-403-CT_20140616_220000.wac","00:01:16.856","00",1,"16.856",62.38,55,"n"
"AM-403-CT_20140616_220000.wac","00:01:17.312","00",1,"17.312",66.78,48,"n"
"AM-403-CT_20140616_220000.wac","00:01:25.104","00",1,"25.104",70.3,56,"n"
"AM-403-CT_20140616_220000.wac","00:01:25.736","00",1,"25.736",63.59,54,"n"
"AM-403-CT_20140616_220000.wac","00:01:26.208","00",1,"26.208",65.42,55,"n"
"AM-403-CT_20140616_220000.wac","00:01:28.720","00",1,"28.720",65.08,52,"n"
"AM-403-CT_20140616_220000.wac","00:01:29.648","00",1,"29.648",62.21,56,"n"
"AM-403-CT_20140616_220000.wac","00:01:30.408","00",1,"30.408",64.58,58,"n"
"AM-403-CT_20140616_220000.wac","00:01:30.624","00",1,"30.624",66.09,49,"n"
"AM-403-CT_20140616_220000.wac","00:01:31.224","00",1,"31.224",65.16,54,"n"
"AM-403-CT_20140616_220000.wac","00:01:32.496","00",1,"32.496",63.1,50,"n"
"AM-403-CT_20140616_220000.wac","00:01:33.008","00",1,"33.008",61.5,57,"n"
"AM-403-CT_20140616_220000.wac","00:01:37.232","00",1,"37.232",65.58,58,"n"
"AM-403-CT_20140616_220000.wac","00:01:38.344","00",1,"38.344",63.84,53,"n"
"AM-403-CT_20140616_220000.wac","00:01:40.400","00",1,"40.400",66.26,52,"n"
"AM-403-CT_20140616_220000.wac","00:01:42.240","00",1,"42.240",63.75,50,"n"
"AM-403-CT_20140616_220000.wac","00:01:42.720","00",1,"42.720",67.81,52,"n"
"AM-403-CT_20140616_220000.wac","00:01:44.384","00",1,"44.384",66.26,50,"n"
"AM-403-CT_20140616_220000.wac","00:01:45.608","00",1,"45.608",60.79,58,"n"
"AM-403-CT_20140616_220000.wac","00:01:46.104","00",1,"46.104",64.58,42,"n"
"AM-403-CT_20140616_220000.wac","00:01:46.368","00",1,"46.368",68.52,47,"n"
"AM-403-CT_20140616_220000.wac","00:01:46.616","00",1,"46.616",62.21,50,"n"
"AM-403-CT_20140616_220000.wac","00:01:47.776","00",1,"47.776",61.82,50,"n"
"AM-403-CT_20140616_220000.wac","00:01:48.920","00",1,"48.920",64.33,47,"n"
"AM-403-CT_20140616_220000.wac","00:01:50.336","00",1,"50.336",60.48,51,"n"
"AM-403-CT_20140616_220000.wac","00:01:51.688","00",1,"51.688",61.98,42,"n"
"AM-403-CT_20140616_220000.wac","00:01:52.368","00",1,"52.368",64.91,49,"n"
"AM-403-CT_20140616_220000.wac","00:01:52.656","00",1,"52.656",60.48,41,"n"
"AM-403-CT_20140616_220000.wac","00:01:53.584","00",1,"53.584",65.5,44,"n"
"AM-403-CT_20140616_220000.wac","00:01:54.120","00",1,"54.120",62.29,48,"n"
"AM-403-CT_20140616_220000.wac","00:01:54.648","00",1,"54.648",67.55,49,"n"
"AM-403-CT_20140616_220000.wac","00:01:55.432","00",1,"55.432",61.9,45,"n"
"AM-403-CT_20140616_220000.wac","00:01:57.152","00",1,"57.152",68.78,46,"n"
"AM-403-CT_20140616_220000.wac","00:01:58.384","00",1,"58.384",63.75,43,"n"
"AM-403-CT_20140616_220000.wac","00:01:58.760","00",1,"58.760",64.08,50,"n"
"AM-403-CT_20140616_220000.wac","00:01:59.216","00",1,"59.216",63.1,52,"n"
"AM-403-CT_20140616_220000.wac","00:02:00.976","00",2,"00.976",63.02,43,"n"
"AM-403-CT_20140616_220000.wac","00:02:01.312","00",2,"01.312",62.62,46,"n"
"AM-403-CT_20140616_220000.wac","00:02:01.608","00",2,"01.608",64.17,49,"n"
"AM-403-CT_20140616_220000.wac","00:02:02.800","00",2,"02.800",60.63,47,"n"
"AM-403-CT_20140616_220000.wac","00:02:03.080","00",2,"03.080",61.42,45,"n"
"AM-403-CT_20140616_220000.wac","00:02:04.056","00",2,"04.056",60.17,48,"n"
"AM-403-CT_20140616_220000.wac","00:02:04.568","00",2,"04.568",64.75,48,"n"
"AM-403-CT_20140616_220000.wac","00:02:05.072","00",2,"05.072",64.08,42,"n"
"AM-403-CT_20140616_220000.wac","00:02:05.520","00",2,"05.520",65.67,48,"n"
"AM-403-CT_20140616_220000.wac","00:02:05.808","00",2,"05.808",62.29,46,"n"
"AM-403-CT_20140616_220000.wac","00:02:07.808","00",2,"07.808",64.08,43,"n"
"AM-403-CT_20140616_220000.wac","00:02:09.800","00",2,"09.800",66.43,42,"n"
"AM-403-CT_20140616_220000.wac","00:02:10.448","00",2,"10.448",62.7,46,"n"
"AM-403-CT_20140616_220000.wac","00:02:12.096","00",2,"12.096",62.94,49,"n"
"AM-403-CT_20140616_220000.wac","00:02:17.520","00",2,"17.520",64.25,37,"n"
"AM-403-CT_20140616_220000.wac","00:02:18.872","00",2,"18.872",66.6,41,"n"
"AM-403-CT_20140616_220000.wac","00:02:20.824","00",2,"20.824",63.75,48,"n"
"AM-403-CT_20140616_220000.wac","00:02:21.952","00",2,"21.952",60.79,43,"n"
"AM-403-CT_20140616_220000.wac","00:02:23.176","00",2,"23.176",66.52,43,"n"
"AM-403-CT_20140616_220000.wac","00:02:27.496","00",2,"27.496",61.82,44,"n"
"AM-403-CT_20140616_220000.wac","00:02:28.832","00",2,"28.832",61.58,39,"n"
"AM-403-CT_20140616_220000.wac","00:02:30.952","00",2,"30.952",64.75,40,"n"
"AM-403-CT_20140616_220000.wac","00:02:31.944","00",2,"31.944",67.29,46,"n"
"AM-403-CT_20140616_220000.wac","00:02:32.752","00",2,"32.752",62.54,44,"n"
"AM-403-CT_20140616_220000.wac","00:02:55.072","00",2,"55.072",60.56,42,"n"
"AM-403-CT_20140616_220000.wac","00:02:59.864","00",2,"59.864",67.21,40,"n"
"AM-403-CT_20140616_230000.wac","00:01:37.512","00",1,"37.512",66.43,47,"n"
"AM-403-CT_20140616_230000.wac","00:02:30.472","00",2,"30.472",64,48,"n"
"AM-403-CT_20140617_220000.wac","00:01:22.072","00",1,"22.072",68.52,38,"n"
"AM-403-CT_20140617_220000.wac","00:02:03.768","00",2,"03.768",61.34,34,"n"
"AM-403-CT_20140619_230000.wac","00:00:59.680","00",0,"59.680",60.56,55,"n"
"AM-403-CT_20140619_230000.wac","00:01:28.896","00",1,"28.896",61.03,22,"n"
"AM-403-CT_20140619_230000.wac","00:01:56.392","00",1,"56.392",65.67,42,"n"
"AM-403-CT_20140624_220000.wac","00:00:17.696","00",0,"17.696",65.84,39,"n"
"AM-403-CT_20140624_220000.wac","00:00:19.760","00",0,"19.760",65.92,44,"n"
"AM-403-CT_20140624_220000.wac","00:00:20.664","00",0,"20.664",60.63,41,"n"
"AM-403-CT_20140624_220000.wac","00:00:26.872","00",0,"26.872",60.87,50,"n"
"AM-403-CT_20140624_220000.wac","00:01:20.112","00",1,"20.112",60.01,34,"n"
"AM-403-CT_20140624_220000.wac","00:01:26.312","00",1,"26.312",64.58,33,"n"
"AM-403-CT_20140624_220000.wac","00:01:51.352","00",1,"51.352",62.62,33,"n"
"AM-403-CT_20140624_220000.wac","00:02:11.912","00",2,"11.912",64.91,56,"n"
"AM-403-CT_20140628_230000.wac","00:01:07.656","00",1,"07.656",63.84,53,"n"
"AM-403-CT_20170620_231300.wav","00:00:10.128","00",0,"10.128",62.29,38,"n"
"AM-403-CT_20170620_231300.wav","00:02:30.656","00",2,"30.656",60.32,30,"n"
"AM-403-CT_20170620_231300.wav","00:02:32.896","00",2,"32.896",60.17,34,"n"
"AM-403-CT_20170620_231300.wav","00:02:34.936","00",2,"34.936",61.98,28,"n"
"AM-403-CT_20170620_231300.wav","00:02:37.240","00",2,"37.240",60.63,27,"n"
"AM-403-CT_20170620_231300.wav","00:02:52.736","00",2,"52.736",65.84,29,"n"
"AM-403-CT_20170628_221300.wav","00:00:03.344","00",0,"03.344",66.95,44,"n"
"AM-403-CT_20170628_221300.wav","00:00:56.648","00",0,"56.648",61.58,46,"n"
"AM-403-CT_20170628_221300.wav","00:00:59.696","00",0,"59.696",61.98,43,"n"
"AM-403-CT_20170703_221100.wav","00:02:24.392","00",2,"24.392",65.75,38,"n"
"AM-403-CT_20170704_221000.wav","00:00:11.328","00",0,"11.328",67.29,40,"n"
"AM-403-CT_20170704_221000.wav","00:00:21.088","00",0,"21.088",64.08,43,"n"
"AM-403-CT_20170704_221000.wav","00:00:36.240","00",0,"36.240",62.46,41,"n"
"AM-403-CT_20170704_221000.wav","00:00:45.552","00",0,"45.552",69.22,45,"n"
"AM-403-CT_20170704_221000.wav","00:00:48.032","00",0,"48.032",69.13,46,"n"
"AM-403-CT_20170704_221000.wav","00:00:50.336","00",0,"50.336",67.29,45,"n"
"AM-403-CT_20170704_221000.wav","00:00:53.456","00",0,"53.456",68.25,46,"n"
"AM-403-CT_20170704_221000.wav","00:00:55.896","00",0,"55.896",65.67,48,"n"
"AM-403-CT_20170704_221000.wav","00:00:57.888","00",0,"57.888",66.86,46,"n"
"AM-403-CT_20170704_221000.wav","00:01:00.456","00",1,"00.456",69.22,46,"n"
"AM-403-CT_20170704_221000.wav","00:01:02.944","00",1,"02.944",66.26,45,"n"
"AM-403-CT_20170704_221000.wav","00:01:09.848","00",1,"09.848",66.35,46,"n"
"AM-403-CT_20170704_221000.wav","00:01:12.736","00",1,"12.736",68.43,45,"n"
"AM-403-CT_20170704_221000.wav","00:01:15.224","00",1,"15.224",70.57,46,"n"
"AM-403-CT_20170704_221000.wav","00:01:19.288","00",1,"19.288",68.52,43,"n"
"AM-403-CT_20170704_221000.wav","00:01:21.624","00",1,"21.624",69.05,45,"n"
"AM-403-CT_20170704_221000.wav","00:01:24.224","00",1,"24.224",61.03,35,"n"
"AM-403-CT_20170704_221000.wav","00:01:41.424","00",1,"41.424",60.4,39,"n"
"AM-403-CT_20170704_221000.wav","00:02:12.920","00",2,"12.920",65.25,34,"n"
"AM-403-CT_20170704_221000.wav","00:02:40.512","00",2,"40.512",61.82,42,"n"
"AM-403-CT_20170706_220900.wav","00:00:33.312","00",0,"33.312",62.62,38,"n"
"AM-403-CT_20170706_220900.wav","00:00:37.112","00",0,"37.112",63.43,48,"n"
"AM-403-CT_20170706_220900.wav","00:00:45.840","00",0,"45.840",60.63,44,"n"
"AM-403-CT_20170706_220900.wav","00:00:49.032","00",0,"49.032",60.01,43,"n"
"AM-403-CT_20170706_220900.wav","00:00:49.840","00",0,"49.840",63.02,50,"n"
"AM-403-CT_20170706_220900.wav","00:00:51.480","00",0,"51.480",62.94,50,"n"
"AM-403-CT_20170706_220900.wav","00:00:58.112","00",0,"58.112",61.58,52,"n"
"AM-403-CT_20170706_220900.wav","00:00:58.816","00",0,"58.816",60.48,55,"n"
"AM-403-CT_20170706_220900.wav","00:01:00.384","00",1,"00.384",61.66,49,"n"
"AM-403-CT_20170706_220900.wav","00:01:06.272","00",1,"06.272",62.29,52,"n"
"AM-403-CT_20170706_220900.wav","00:01:07.856","00",1,"07.856",60.95,50,"n"
"AM-403-CT_20170706_220900.wav","00:01:08.728","00",1,"08.728",60.79,48,"n"
"AM-403-CT_20170706_220900.wav","00:01:10.704","00",1,"10.704",61.66,43,"n"
"AM-403-CT_20170706_220900.wav","00:01:12.368","00",1,"12.368",62.86,41,"n"
"AM-403-CT_20170706_220900.wav","00:01:28.288","00",1,"28.288",61.58,43,"n"
"AM-403-CT_20170706_220900.wav","00:01:34.216","00",1,"34.216",63.59,49,"n"
"AM-403-CT_20170706_220900.wav","00:01:36.896","00",1,"36.896",61.18,50,"n"
"AM-403-CT_20170706_220900.wav","00:01:41.688","00",1,"41.688",60.71,41,"n"
"AM-403-NE_20170615_221100.wav","00:00:02.808","00",0,"02.808",63.18,39,"n"
"AM-403-NE_20170615_221100.wav","00:00:10.920","00",0,"10.920",68.69,27,"n"
"AM-403-NE_20170615_221100.wav","00:00:17.552","00",0,"17.552",60.63,44,"n"
"AM-403-NE_20170615_221100.wav","00:00:17.800","00",0,"17.800",64.75,34,"n"
"AM-403-NE_20170615_221100.wav","00:00:20.936","00",0,"20.936",65,33,"n"
"AM-403-NE_20170615_221100.wav","00:00:27.560","00",0,"27.560",61.74,43,"n"
"AM-403-NE_20170615_221100.wav","00:00:33.880","00",0,"33.880",60.79,35,"n"
"AM-403-NE_20170615_221100.wav","00:00:40.992","00",0,"40.992",61.5,33,"n"
"AM-403-NE_20170615_221100.wav","00:00:44.000","00",0,"44.000",69.4,49,"n"
"AM-403-NE_20170615_221100.wav","00:00:44.640","00",0,"44.640",60.87,33,"n"
"AM-403-NE_20170615_221100.wav","00:00:49.224","00",0,"49.224",62.46,40,"n"
"AM-403-NE_20170615_221100.wav","00:00:53.272","00",0,"53.272",62.06,31,"n"
"AM-403-NE_20170615_221100.wav","00:01:00.728","00",1,"00.728",67.12,45,"n"
"AM-403-NE_20170615_221100.wav","00:01:18.512","00",1,"18.512",61.03,31,"n"
"AM-403-NE_20170615_221100.wav","00:01:23.072","00",1,"23.072",65.42,38,"n"
"AM-403-NE_20170615_221100.wav","00:01:32.504","00",1,"32.504",60.95,41,"n"
"AM-403-NE_20170615_221100.wav","00:01:47.888","00",1,"47.888",61.66,45,"n"
"AM-403-NE_20170615_221100.wav","00:01:48.352","00",1,"48.352",66.09,31,"n"
"AM-403-NE_20170615_221100.wav","00:01:52.040","00",1,"52.040",63.1,39,"n"
"AM-403-NE_20170615_221100.wav","00:01:55.936","00",1,"55.936",66.69,36,"n"
"AM-403-NE_20170615_221100.wav","00:02:11.888","00",2,"11.888",66.78,47,"n"
"AM-403-NE_20170615_221100.wav","00:02:19.832","00",2,"19.832",63.59,39,"n"
"AM-403-NE_20170615_221100.wav","00:02:31.072","00",2,"31.072",66.18,39,"n"
"AM-403-NE_20170615_221100.wav","00:02:38.432","00",2,"38.432",62.86,40,"n"
"AM-403-NE_20170615_221100.wav","00:02:38.728","00",2,"38.728",67.81,31,"n"
"AM-403-NE_20170615_221100.wav","00:02:46.872","00",2,"46.872",64.75,39,"n"
"AM-403-NE_20170623_221300.wav","00:00:03.944","00",0,"03.944",60.4,33,"n"
"AM-403-NE_20170623_221300.wav","00:00:41.088","00",0,"41.088",63.43,34,"n"
"AM-403-NE_20170623_221300.wav","00:00:55.192","00",0,"55.192",64.08,27,"n"
"AM-403-NE_20170623_221300.wav","00:01:00.432","00",1,"00.432",64.75,41,"n"
"AM-403-NE_20170623_221300.wav","00:01:00.816","00",1,"00.816",66.78,37,"n"
"AM-403-NE_20170623_221300.wav","00:01:52.760","00",1,"52.760",63.59,39,"n"
"AM-403-NE_20170623_221300.wav","00:02:08.464","00",2,"08.464",63.18,31,"n"
"AM-403-NE_20170623_221300.wav","00:02:41.832","00",2,"41.832",63.75,37,"n"
"AM-403-NE_20170624_221300.wav","00:00:04.008","00",0,"04.008",67.73,32,"n"
"AM-403-NE_20170624_221300.wav","00:00:11.264","00",0,"11.264",68.25,32,"n"
"AM-403-NE_20170624_221300.wav","00:00:33.704","00",0,"33.704",63.1,28,"n"
"AM-403-NE_20170624_221300.wav","00:00:37.256","00",0,"37.256",66.6,33,"n"
"AM-403-NE_20170624_221300.wav","00:01:12.000","00",1,"12.000",72.5,33,"n"
"AM-403-NE_20170624_221300.wav","00:02:04.552","00",2,"04.552",60.48,28,"n"
"AM-403-NE_20170624_221300.wav","00:02:08.192","00",2,"08.192",63.35,28,"n"
"AM-403-NE_20170624_221300.wav","00:02:54.712","00",2,"54.712",65.42,35,"n"
"AM-403-NW_20150619_220000.wac","00:01:17.088","00",1,"17.088",61.9,48,"n"
"AM-403-NW_20150619_220000.wac","00:01:17.416","00",1,"17.416",71.39,48,"n"
"AM-403-NW_20150619_230000.wac","00:01:33.560","00",1,"33.560",60.4,47,"n"
"AM-403-NW_20150619_230000.wac","00:01:41.200","00",1,"41.200",61.18,47,"n"
"AM-403-NW_20150622_230000.wac","00:00:11.024","00",0,"11.024",60.48,44,"n"
"AM-403-NW_20150622_230000.wac","00:00:13.512","00",0,"13.512",60.32,50,"n"
"AM-403-NW_20150622_230000.wac","00:00:16.392","00",0,"16.392",60.48,50,"n"
"AM-403-NW_20150622_230000.wac","00:00:21.160","00",0,"21.160",60.4,51,"n"
"AM-403-NW_20150622_230000.wac","00:00:25.320","00",0,"25.320",60.25,42,"n"
"AM-403-NW_20150622_230000.wac","00:00:29.496","00",0,"29.496",60.87,43,"n"
"AM-403-NW_20150622_230000.wac","00:00:43.472","00",0,"43.472",60.09,53,"n"
"AM-403-NW_20150622_230000.wac","00:00:45.280","00",0,"45.280",62.06,49,"n"
"AM-403-NW_20150622_230000.wac","00:00:45.568","00",0,"45.568",61.03,55,"n"
"AM-403-NW_20150622_230000.wac","00:01:10.432","00",1,"10.432",61.34,44,"n"
"AM-403-NW_20150622_230000.wac","00:01:22.960","00",1,"22.960",60.32,56,"n"
"AM-403-NW_20150622_230000.wac","00:01:36.608","00",1,"36.608",60.32,44,"n"
"AM-403-NW_20150622_230000.wac","00:01:52.144","00",1,"52.144",61.9,55,"n"
"AM-403-NW_20150622_230000.wac","00:02:21.992","00",2,"21.992",60.48,44,"n"
"AM-403-NW_20150622_230000.wac","00:02:30.824","00",2,"30.824",60.48,55,"n"
"AM-403-NW_20150622_230000.wac","00:02:41.016","00",2,"41.016",63.02,45,"n"
"AM-403-NW_20150622_230000.wac","00:02:55.760","00",2,"55.760",61.03,57,"n"
"AM-403-NW_20150623_230000.wac","00:01:01.520","00",1,"01.520",60.17,54,"n"
"AM-403-NW_20150623_230000.wac","00:01:07.184","00",1,"07.184",62.21,47,"n"
"AM-403-NW_20150623_230000.wac","00:01:07.432","00",1,"07.432",61.58,55,"n"
"AM-403-NW_20170615_221100.wav","00:00:04.416","00",0,"04.416",65,27,"n"
"AM-403-NW_20170615_221100.wav","00:00:45.576","00",0,"45.576",63.1,41,"n"
"AM-403-NW_20170615_221100.wav","00:00:47.848","00",0,"47.848",68.52,42,"n"
"AM-403-NW_20170615_221100.wav","00:00:50.016","00",0,"50.016",66.35,44,"n"
"AM-403-NW_20170615_221100.wav","00:00:54.784","00",0,"54.784",64.17,56,"n"
"AM-403-NW_20170615_221100.wav","00:01:12.104","00",1,"12.104",65.42,34,"n"
"AM-403-NW_20170615_221100.wav","00:02:25.576","00",2,"25.576",60.71,38,"n"
"AM-403-NW_20170615_221100.wav","00:02:29.480","00",2,"29.480",65.33,40,"n"
"AM-403-NW_20170616_221100.wav","00:00:47.328","00",0,"47.328",60.4,42,"n"
"AM-403-NW_20170618_221200.wav","00:00:18.608","00",0,"18.608",60.71,62,"n"
"AM-403-NW_20170618_221200.wav","00:00:36.128","00",0,"36.128",62.7,35,"n"
"AM-403-NW_20170618_221200.wav","00:02:37.152","00",2,"37.152",61.5,42,"n"
"AM-403-NW_20170618_221200.wav","00:02:58.344","00",2,"58.344",62.13,44,"n"
"AM-403-NW_20170710_230500.wav","00:02:20.272","00",2,"20.272",61.58,49,"n"
"AM-403-SE2_20170615_220100.wac","00:00:27.648","00",0,"27.648",64.33,55,"n"
"AM-403-SE2_20170615_220100.wac","00:00:27.920","00",0,"27.920",65.16,44,"n"
"AM-403-SE2_20170615_220100.wac","00:00:30.816","00",0,"30.816",60.63,44,"n"
"AM-403-SE2_20170615_220100.wac","00:00:30.992","00",0,"30.992",61.5,32,"n"
"AM-403-SE2_20170615_220100.wac","00:01:28.272","00",1,"28.272",60.95,34,"n"
"AM-403-SE2_20170620_230300.wac","00:00:59.432","00",0,"59.432",63.43,47,"n"
"AM-403-SE2_20170625$220300.wac","00:01:36.040","00",1,"36.040",68.34,45,"n"
"AM-403-SE2_20170625$220300.wac","00:01:39.232","00",1,"39.232",67.81,50,"n"
"AM-403-SE2_20170625$220300.wac","00:02:01.696","00",2,"01.696",61.82,34,"n"
"AM-403-SE2_20170625$220300.wac","00:02:02.752","00",2,"02.752",64.08,44,"n"
"AM-403-SE2_20170625$220300.wac","00:02:09.160","00",2,"09.160",70.03,46,"n"
"AM-403-SE2_20170625$220300.wac","00:02:46.240","00",2,"46.240",67.99,42,"n"
"AM-403-SE2_20170625$220300.wac","00:02:52.152","00",2,"52.152",62.78,40,"n"
"AM-403-SE2_20170702$220100.wac","00:00:24.432","00",0,"24.432",61.58,40,"n"
"AM-403-SE2_20170702$220100.wac","00:00:32.848","00",0,"32.848",68.96,38,"n"
"AM-403-SE2_20170702$220100.wac","00:00:39.288","00",0,"39.288",61.82,39,"n"
"AM-403-SE2_20170702$220100.wac","00:00:56.488","00",0,"56.488",71.76,40,"n"
"AM-403-SE2_20170702$220100.wac","00:01:17.808","00",1,"17.808",61.98,39,"n"
"AM-403-SE2_20170702$220100.wac","00:01:27.712","00",1,"27.712",60.48,44,"n"
"AM-403-SE_20150619_220000.wac","00:01:54.392","00",1,"54.392",63.51,37,"n"
"AM-403-SE_20150621_230000.wac","00:01:50.240","00",1,"50.240",60.32,59,"n"
"AM-403-SE_20150623_220000.wac","00:02:36.968","00",2,"36.968",63.51,38,"n"
"AM-403-SE_20150623_220000.wac","00:02:38.096","00",2,"38.096",63.75,41,"n"
"AM-403-SE_20150623_220000.wac","00:02:39.392","00",2,"39.392",68.69,46,"n"
"AM-403-SE_20150623_220000.wac","00:02:43.832","00",2,"43.832",72.69,44,"n"
"AM-403-SE_20150623_220000.wac","00:02:47.880","00",2,"47.880",66.01,47,"n"
"AM-403-SE_20150623_220000.wac","00:02:52.776","00",2,"52.776",71.58,45,"n"
"AM-403-SW_20150620_220000.wac","00:00:28.080","00",0,"28.080",64,42,"n"
"AM-403-SW_20150620_220000.wac","00:00:40.760","00",0,"40.760",60.01,39,"n"
"AM-403-SW_20150620_220000.wac","00:01:41.352","00",1,"41.352",66.95,43,"n"
"AM-403-SW_20150622_220000.wac","00:00:23.136","00",0,"23.136",63.59,39,"n"
"AM-403-SW_20150622_220000.wac","00:01:23.752","00",1,"23.752",60.56,37,"n"
"AM-403-SW_20150622_220000.wac","00:01:53.688","00",1,"53.688",60.48,35,"n"
"AM-403-SW_20150622_220000.wac","00:02:48.992","00",2,"48.992",63.59,41,"n"
"AM-403-SW_20150623_220000.wac","00:01:23.312","00",1,"23.312",67.38,39,"n"
"AM-403-SW_20150623_220000.wac","00:01:50.440","00",1,"50.440",60.63,38,"n"
"AM-403-SW_20150623_220000.wac","00:02:37.936","00",2,"37.936",63.67,38,"n"
"AM-403-SW_20150623_220000.wac","00:02:39.728","00",2,"39.728",61.03,38,"n"
"BG-0001-028_20140627_220000.wac","00:01:11.472","00",1,"11.472",67.47,44,"n"
"BG-0001-028_20140627_230000.wac","00:00:01.608","00",0,"01.608",61.98,49,"n"
"BG-0001-028_20140627_230000.wac","00:00:08.064","00",0,"08.064",62.29,54,"n"
"BG-0001-028_20140627_230000.wac","00:00:16.224","00",0,"16.224",64.17,56,"n"
"BG-0001-028_20140627_230000.wac","00:00:30.208","00",0,"30.208",61.74,50,"n"
"BG-0001-028_20140627_230000.wac","00:00:46.232","00",0,"46.232",68.87,53,"n"
"BG-0001-028_20140627_230000.wac","00:00:53.648","00",0,"53.648",66.69,51,"n"
"BG-0001-028_20140627_230000.wac","00:00:58.880","00",0,"58.880",60.32,43,"n"
"BG-0001-028_20140627_230000.wac","00:01:02.648","00",1,"02.648",60.95,49,"n"
"BG-0001-028_20140627_230000.wac","00:01:04.368","00",1,"04.368",71.49,41,"n"
"BG-0001-028_20140627_230000.wac","00:01:26.248","00",1,"26.248",64,52,"n"
"BG-0001-028_20140627_230000.wac","00:01:46.032","00",1,"46.032",68.25,44,"n"
"BG-0001-028_20140627_230000.wac","00:01:54.344","00",1,"54.344",71.67,44,"n"
"BG-0001-028_20140627_230000.wac","00:01:54.848","00",1,"54.848",66.95,46,"n"
"BG-0001-028_20140627_230000.wac","00:02:09.560","00",2,"09.560",63.51,47,"n"
"BG-0001-028_20140627_230000.wac","00:02:50.208","00",2,"50.208",67.55,46,"n"
"BG-0001-040_20140701_230000.wac","00:00:03.672","00",0,"03.672",62.7,45,"n"
"BG-0001-040_20140701_230000.wac","00:00:17.112","00",0,"17.112",60.32,39,"n"
"BG-0001-040_20140701_230000.wac","00:00:22.336","00",0,"22.336",64,51,"n"
"BG-0001-040_20140701_230000.wac","00:00:35.016","00",0,"35.016",60.87,49,"n"
"BG-0001-040_20140701_230000.wac","00:01:09.864","00",1,"09.864",60.48,45,"n"
"BG-0001-040_20140701_230000.wac","00:01:16.192","00",1,"16.192",63.02,47,"n"
"BG-0001-040_20140701_230000.wac","00:02:20.080","00",2,"20.080",61.82,47,"n"
"BG-0001-040_20140701_230000.wac","00:02:20.776","00",2,"20.776",62.46,43,"n"
"BG-0001-040_20140701_230000.wac","00:02:25.968","00",2,"25.968",60.79,50,"n"
"BG-0001-040_20140701_230000.wac","00:02:32.424","00",2,"32.424",69.67,47,"n"
"BG-0001-040_20140703_220000.wac","00:00:00.992","00",0,"00.992",65.75,31,"y"
