"disturbance","time","pine","wetland","Occu","OccuLower","OccuUpper"
"fire",2,0.1,0.1,0.673698518451553,0.250613894671488,0.927254619206872
"fire",2,0.1,0.9,0.673698518451553,0.250613894671488,0.927254619206872
"fire",2,0.9,0.1,0.997163358157612,0.873856602142094,0.999943943279407
"fire",2,0.9,0.9,0.997163358157612,0.873856602142094,0.999943943279407
"fire",3,0.1,0.1,0.6210042699749,0.236648368918653,0.89648541032447
"fire",3,0.1,0.9,0.6210042699749,0.236648368918653,0.89648541032447
"fire",3,0.9,0.1,0.996136135420082,0.853354071366331,0.999912455747736
"fire",3,0.9,0.9,0.996136135420082,0.853354071366331,0.999912455747736
"fire",4,0.1,0.1,0.565291312741724,0.221256647162567,0.856151705761966
"fire",4,0.1,0.9,0.565291312741724,0.221256647162567,0.856151705761966
"fire",4,0.9,0.1,0.994738890886726,0.828861011065662,0.999864540228557
"fire",4,0.9,0.9,0.994738890886726,0.828861011065662,0.999864540228557
"fire",5,0.1,0.1,0.507878629896761,0.204154223222267,0.805896526744461
"fire",5,0.1,0.9,0.507878629896761,0.204154223222267,0.805896526744461
"fire",5,0.9,0.1,0.992840008775204,0.799597087397037,0.999792535637936
"fire",5,0.9,0.9,0.992840008775204,0.799597087397037,0.999792535637936
"fire",6,0.1,0.1,0.450257383207345,0.185098645546516,0.747045512999646
"fire",6,0.1,0.9,0.450257383207345,0.185098645546516,0.747045512999646
"fire",6,0.9,0.1,0.990262475758273,0.764718053470715,0.999685824198985
"fire",6,0.9,0.9,0.990262475758273,0.764718053470715,0.999685824198985
"fire",7,0.1,0.1,0.39394038554061,0.164014455181551,0.682893065393779
"fire",7,0.1,0.9,0.39394038554061,0.164014455181551,0.682893065393779
"fire",7,0.9,0.1,0.986769418874415,0.72339231534318,0.999530071277046
"fire",7,0.9,0.9,0.986769418874415,0.72339231534318,0.999530071277046
"fire",8,0.1,0.1,0.340306936147006,0.141183587236846,0.618135222501304
"fire",8,0.1,0.9,0.340306936147006,0.141183587236846,0.618135222501304
"fire",8,0.9,0.1,0.982046046381061,0.674940734285219,0.999306481120161
"fire",8,0.9,0.9,0.982046046381061,0.674940734285219,0.999306481120161
"fire",9,0.1,0.1,0.290475734566253,0.117419246772652,0.557482264445022
"fire",9,0.1,0.9,0.290475734566253,0.117419246772652,0.557482264445022
"fire",9,0.9,0.1,0.975677973515695,0.61905238474331,0.998991187832299
"fire",9,0.9,0.9,0.975677973515695,0.61905238474331,0.998991187832299
"fire",10,0.1,0.1,0.245228875014005,0.0940412169122128,0.504203763198934
"fire",10,0.1,0.9,0.245228875014005,0.0940412169122128,0.504203763198934
"fire",10,0.9,0.1,0.967126821845031,0.556062442299295,0.998554925746038
"fire",10,0.9,0.9,0.967126821845031,0.556062442299295,0.998554925746038
"fire",11,0.1,0.1,0.204993740301085,0.0725330525185312,0.459507303873351
"fire",11,0.1,0.9,0.204993740301085,0.0725330525185312,0.459507303873351
"fire",11,0.9,0.1,0.95570573821889,0.487226479714451,0.997963115833018
"fire",11,0.9,0.9,0.95570573821889,0.487226479714451,0.997963115833018
"fire",12,0.1,0.1,0.169874284896405,0.0540495148600347,0.422932336352805
"fire",12,0.1,0.9,0.169874284896405,0.0540495148600347,0.422932336352805
"fire",12,0.9,0.1,0.940560516478466,0.414862733343113,0.997176451534714
"fire",12,0.9,0.9,0.940560516478466,0.414862733343113,0.997176451534714
"fire",13,0.1,0.1,0.139714117810023,0.0391135929252054,0.393184285067821
"fire",13,0.1,0.9,0.139714117810023,0.0391135929252054,0.393184285067821
"fire",13,0.9,0.1,0.920666665042256,0.342210387070394,0.996151970793827
"fire",13,0.9,0.9,0.920666665042256,0.342210387070394,0.996151970793827
"fire",14,0.1,0.1,0.114172236264792,0.0276440874494289,0.36881153415561
"fire",14,0.1,0.9,0.114172236264792,0.0276440874494289,0.36881153415561
"fire",14,0.9,0.1,0.894858824834278,0.272932356037248,0.994844485577756
"fire",14,0.9,0.9,0.894858824834278,0.272932356037248,0.994844485577756
"fire",15,0.1,0.1,0.0927961245705691,0.0191808832590584,0.348542788118603
"fire",15,0.1,0.9,0.0927961245705691,0.0191808832590584,0.348542788118603
"fire",15,0.9,0.1,0.861914658785365,0.210378129406627,0.993208146422576
"fire",15,0.9,0.9,0.861914658785365,0.210378129406627,0.993208146422576
"fire",16,0.1,0.1,0.0750829696481226,0.0131218572461389,0.331379296807043
"fire",16,0.1,0.9,0.0750829696481226,0.0131218572461389,0.331379296807043
"fire",16,0.9,0.1,0.82071610620799,0.156895782435028,0.991197885503877
"fire",16,0.9,0.9,0.82071610620799,0.156895782435028,0.991197885503877
"fire",17,0.1,0.1,0.0605253689048688,0.00888067958851144,0.316574383648808
"fire",17,0.1,0.9,0.0605253689048688,0.00888067958851144,0.316574383648808
"fire",17,0.9,0.1,0.770498663786138,0.113481532946811,0.988770521850854
"fire",17,0.9,0.9,0.770498663786138,0.113481532946811,0.988770521850854
"fire",18,0.1,0.1,0.0486418574126909,0.00596118434637202,0.303580530865133
"fire",18,0.1,0.9,0.0486418574126909,0.00596118434637202,0.303580530865133
"fire",18,0.9,0.1,0.711165523151936,0.0798616562866431,0.98588540898853
"fire",18,0.9,0.9,0.711165523151936,0.0798616562866431,0.98588540898853
"fire",19,0.1,0.1,0.0389947028291996,0.00397635290916588,0.291997524943505
"fire",19,0.1,0.9,0.0389947028291996,0.00397635290916588,0.291997524943505
"fire",19,0.9,0.1,0.643588545786819,0.0548770078237461,0.982504619622344
"fire",19,0.9,0.9,0.643588545786819,0.0548770078237461,0.982504619622344
"fire",20,0.1,0.1,0.0311981273017687,0.00263949373691077,0.281531211832327
"fire",20,0.1,0.9,0.0311981273017687,0.00263949373691077,0.281531211832327
"fire",20,0.9,0.1,0.569765911337771,0.0369480714964429,0.978592755096545
"fire",20,0.9,0.9,0.569765911337771,0.0369480714964429,0.978592755096545
"fire",21,0.1,0.1,0.0249199714453281,0.00174541620889886,0.27196322544188
"fire",21,0.1,0.9,0.0249199714453281,0.00174541620889886,0.27196322544188
"fire",21,0.9,0.1,0.492705142533549,0.0244519630349326,0.974116517512122
"fire",21,0.9,0.9,0.492705142533549,0.0244519630349326,0.974116517512122
"fire",22,0.1,0.1,0.0198792764699986,0.00115070398218438,0.263129493328129
"fire",22,0.1,0.9,0.0198792764699986,0.00115070398218438,0.263129493328129
"fire",22,0.9,0.1,0.415989451346967,0.0159492170955192,0.969044188940612
"fire",22,0.9,0.9,0.415989451346967,0.0159492170955192,0.969044188940612
"fire",23,0.1,0.1,0.0158416245886669,0.000756786929721886,0.254905143459584
"fire",23,0.1,0.9,0.0158416245886669,0.000756786929721886,0.254905143459584
"fire",23,0.9,0.1,0.343139006836986,0.0102767708051377,0.963345138498061
"fire",23,0.9,0.9,0.343139006836986,0.0102767708051377,0.963345138498061
"fire",24,0.1,0.1,0.0126135005953117,0.000496736965802125,0.247193904551111
"fire",24,0.1,0.9,0.0126135005953117,0.000496736965802125,0.247193904551111
"fire",24,0.9,0.1,0.276995451569047,0.00655353501653453,0.956989441198606
"fire",24,0.9,0.9,0.276995451569047,0.00655353501653453,0.956989441198606
"fire",25,0.1,0.1,0.0100364785748069,0.00032551749142188,0.239920616772235
"fire",25,0.1,0.9,0.0100364785748069,0.00032551749142188,0.239920616772235
"fire",25,0.9,0.1,0.219344213762852,0.00414242995746341,0.949947655886904
"fire",25,0.9,0.9,0.219344213762852,0.00414242995746341,0.949947655886904
"fire",26,0.1,0.1,0.00798170321147401,0.000213027556009986,0.233025891174707
"fire",26,0.1,0.9,0.00798170321147401,0.000213027556009986,0.233025891174707
"fire",26,0.9,0.1,0.170856429913067,0.00259855211578966,0.942190780386754
"fire",26,0.9,0.9,0.170856429913067,0.00259855211578966,0.942190780386754
"fire",27,0.1,0.1,0.00634490725463387,0.000139252954966463,0.226462260194534
"fire",27,0.1,0.9,0.00634490725463387,0.000139252954966463,0.226462260194534
"fire",27,0.9,0.1,0.131284683089378,0.0016193583056932,0.933690382255408
"fire",27,0.9,0.9,0.131284683089378,0.0016193583056932,0.933690382255408
"fire",28,0.1,0.1,0.00504206058884862,0.000090939993870942,0.220191371167027
"fire",28,0.1,0.9,0.00504206058884862,0.000090939993870942,0.220191371167027
"fire",28,0.9,0.1,0.099775187220467,0.00100334806846349,0.924418892007618
"fire",28,0.9,0.9,0.099775187220467,0.00100334806846349,0.924418892007618
"fire",29,0.1,0.1,0.00400565860191593,0.0000593400035943112,0.214181916639607
"fire",29,0.1,0.9,0.00400565860191593,0.0000593400035943112,0.214181916639607
"fire",29,0.9,0.1,0.0751738294013983,0.000618527618605491,0.914350039962195
"fire",29,0.9,0.9,0.0751738294013983,0.000618527618605491,0.914350039962195
"fire",30,0.1,0.1,0.00318160914078121,0.0000386929226142735,0.20840809076697
"fire",30,0.1,0.9,0.00318160914078121,0.0000386929226142735,0.20840809076697
"fire",30,0.9,0.1,0.0562592895971634,0.00037959413769109,0.903459415554935
"fire",30,0.9,0.9,0.0562592895971634,0.00037959413769109,0.903459415554935
"fire",31,0.1,0.1,0.00252665418765997,0.0000252143240305262,0.202848425489866
"fire",31,0.1,0.9,0.00252665418765997,0.0000252143240305262,0.202848425489866
"fire",31,0.9,0.1,0.0418882957010114,0.00023203258904287,0.891725127180957
"fire",31,0.9,0.9,0.0418882957010114,0.00023203258904287,0.891725127180957
"fire",32,0.1,0.1,0.00200625461510144,0.0000164220977989686,0.197484903903598
"fire",32,0.1,0.9,0.00200625461510144,0.0000164220977989686,0.197484903903598
"fire",32,0.9,0.1,0.0310674135249934,0.000141329582938021,0.879128540156864
"fire",32,0.9,0.9,0.0310674135249934,0.000141329582938021,0.879128540156864
"fire",33,0.1,0.1,0.00159286741100237,0.0000106906396249248,0.192302278115356
"fire",33,0.1,0.9,0.00159286741100237,0.0000106906396249248,0.192302278115356
"fire",33,0.9,0.1,0.0229748285865299,0.0000858088718587136,0.865655069576733
"fire",33,0.9,0.9,0.0229748285865299,0.0000858088718587136,0.865655069576733
"fire",34,0.1,0.1,0.00126455039045952,0.00000695658927058762,0.18728753952635
"fire",34,0.1,0.9,0.00126455039045952,0.00000695658927058762,0.18728753952635
"fire",34,0.9,0.1,0.0169533545114381,0.0000519500477203529,0.851295003448667
"fire",34,0.9,0.9,0.0169533545114381,0.0000519500477203529,0.851295003448667
"fire",35,0.1,0.1,0.00100383704297401,0.00000452508731283597,0.182429503863091
"fire",35,0.1,0.9,0.00100383704297401,0.00000452508731283597,0.182429503863091
"fire",35,0.9,0.1,0.0124898742700079,0.0000313701452573183,0.836044329603854
"fire",35,0.9,0.9,0.0124898742700079,0.0000313701452573183,0.836044329603854
"fire",36,0.1,0.1,0.000796832286025405,0.00000294247575072914,0.177718483415836
"fire",36,0.1,0.9,0.000796832286025405,0.00000294247575072914,0.177718483415836
"fire",36,0.9,0.1,0.00919055289361377,0.0000188986739165387,0.819905537718339
"fire",36,0.9,0.9,0.00919055289361377,0.0000188986739165387,0.819905537718339
"fire",37,0.1,0.1,0.000632487679700675,0.00000191279815764885,0.17314602615157
"fire",37,0.1,0.9,0.000632487679700675,0.00000191279815764885,0.17314602615157
"fire",37,0.9,0.1,0.00675681587609728,0.0000113612245027197,0.802888365742474
"fire",37,0.9,0.9,0.00675681587609728,0.0000113612245027197,0.802888365742474
"fire",38,0.1,0.1,0.000502021695150416,0.00000124310758013523,0.168704706548846
"fire",38,0.1,0.9,0.000502021695150416,0.00000124310758013523,0.168704706548846
"fire",38,0.9,0.1,0.00496432418120066,0.00000681682106208166,0.785010458515088
"fire",38,0.9,0.9,0.00496432418120066,0.00000681682106208166,0.785010458515088
"fire",39,0.1,0.1,0.000398456766695031,0.000000807686677712853,0.164387956759622
"fire",39,0.1,0.9,0.000398456766695031,0.000000807686677712853,0.164387956759622
"fire",39,0.9,0.1,0.00364561087640842,0.00000408296952324546,0.766297905781847
"fire",39,0.9,0.9,0.00364561087640842,0.00000408296952324546,0.766297905781847
"fire",40,0.1,0.1,0.000316250079933422,0.00000052466447948192,0.160189929454911
"fire",40,0.1,0.9,0.000316250079933422,0.00000052466447948192,0.160189929454911
"fire",40,0.9,0.1,0.002676255807692,0.00000244159860918795,0.746785627641709
"fire",40,0.9,0.9,0.002676255807692,0.00000244159860918795,0.746785627641709
"fire",41,0.1,0.1,0.000250999417006913,0.000000340748261428757,0.156105385744082
"fire",41,0.1,0.9,0.000250999417006913,0.000000340748261428757,0.156105385744082
"fire",41,0.9,0.1,0.00196414072555406,0.00000145792629118627,0.72651757793942
"fire",41,0.9,0.9,0.00196414072555406,0.00000145792629118627,0.72651757793942
"fire",42,0.1,0.1,0.000199208989672978,0.000000221261859433373,0.1521296030727
"fire",42,0.1,0.9,0.000199208989672978,0.000000221261859433373,0.1521296030727
"fire",42,0.9,0.1,0.00144123590703521,0.000000869386897270576,0.705546740516033
"fire",42,0.9,0.9,0.00144123590703521,0.000000869386897270576,0.705546740516033
"fire",43,0.1,0.1,0.000158103145662142,0.000000143650517200254,0.148258299142243
"fire",43,0.1,0.9,0.000158103145662142,0.000000143650517200254,0.148258299142243
"fire",43,0.9,0.1,0.0010573943205621,0.000000517790916858278,0.683934899578192
"fire",43,0.9,0.9,0.0010573943205621,0.000000517790916858278,0.683934899578192
"fire",44,0.1,0.1,0.000125478235935445,0.000000093248446519443,0.14448756875715
"fire",44,0.1,0.9,0.000125478235935445,0.000000093248446519443,0.14448756875715
"fire",44,0.9,0.1,0.000775701112716634,0.000000308036627499074,0.661752173620305
"fire",44,0.9,0.9,0.000775701112716634,0.000000308036627499074,0.661752173620305
"fire",45,0.1,0.1,0.0000995848729900492,0.000000060522266906578,0.140813831162595
"fire",45,0.1,0.9,0.0000995848729900492,0.000000060522266906578,0.140813831162595
"fire",45,0.9,0.1,0.000569009124881074,0.000000183060828819783,0.639076312004211
"fire",45,0.9,0.9,0.000569009124881074,0.000000183060828819783,0.639076312004211
"fire",46,0.1,0.1,0.0000790343748298778,0.0000000392764985337481,0.137233785941999
"fire",46,0.1,0.9,0.0000790343748298778,0.0000000392764985337481,0.137233785941999
"fire",46,0.9,0.1,0.000417368925207627,0.000000108684698754834,0.615991763951213
"fire",46,0.9,0.9,0.000417368925207627,0.000000108684698754834,0.615991763951213
"fire",47,0.1,0.1,0.0000627244452353845,0.000000025485823365067,0.133744375934662
"fire",47,0.1,0.9,0.0000627244452353845,0.000000025485823365067,0.133744375934662
"fire",47,0.9,0.1,0.000306128265367744,0.0000000644692718354616,0.592588540657766
"fire",47,0.9,0.9,0.000306128265367744,0.0000000644692718354616,0.592588540657766
"fire",48,0.1,0.1,0.0000497801468703027,0.0000000165354797242664,0.130342755938705
"fire",48,0.1,0.9,0.0000497801468703027,0.0000000165354797242664,0.130342755938705
"fire",48,0.9,0.1,0.000224529737595081,0.0000000382099974941622,0.568960901734134
"fire",48,0.9,0.9,0.000224529737595081,0.0000000382099974941622,0.568960901734134
"fire",49,0.1,0.1,0.0000395070278122,0.0000000107273060625185,0.127026266203527
"fire",49,0.1,0.9,0.0000395070278122,0.0000000107273060625185,0.127026266203527
"fire",49,0.9,0.1,0.000164677724845976,0.0000000226290863444141,0.545205906385203
"fire",49,0.9,0.9,0.000164677724845976,0.0000000226290863444141,0.545205906385203
"fire",50,0.1,0.1,0.0000313539038255465,0.0000000069586255625823,0.123792409904457
"fire",50,0.1,0.9,0.0000313539038255465,0.0000000069586255625823,0.123792409904457
"fire",50,0.9,0.1,0.000120778301324584,0.0000000133920275817626,0.521421876964311
"fire",50,0.9,0.9,0.000120778301324584,0.0000000133920275817626,0.521421876964311
"fire",51,0.1,0.1,0.0000248833102715382,0.00000000451354808076711,0.120638833941774
"fire",51,0.1,0.9,0.0000248833102715382,0.00000000451354808076711,0.120638833941774
"fire",51,0.9,0.1,0.0000885804521997678,0.00000000792020464534451,0.497706827137919
"fire",51,0.9,0.9,0.0000885804521997678,0.00000000792020464534451,0.497706827137919
"fire",52,0.1,0.1,0.0000197480449856009,0.00000000292736656863704,0.117563312525529
"fire",52,0.1,0.9,0.0000197480449856009,0.00000000292736656863704,0.117563312525529
"fire",52,0.9,0.1,0.000064965553148554,0.00000000468119571946264,0.474156908518293
"fire",52,0.9,0.9,0.000064965553148554,0.00000000468119571946264,0.474156908518293
"fire",53,0.1,0.1,0.0000156725477111916,0.00000000189846660943745,0.114563733103213
"fire",53,0.1,0.9,0.0000156725477111916,0.00000000189846660943745,0.114563733103213
"fire",53,0.9,0.1,0.000047645913046832,0.00000000276519281849786,0.450864928129334
