"response","cov","x","Det","DetLower","DetUpper"
"boom","s2n1",0.66258056119839,0.029380207223879,0.0053248583648054,0.146140630063614
"boom","s2n1",0.71258056119839,0.0374513715710341,0.00801433128428943,0.157811151746573
"boom","s2n1",0.76258056119839,0.0469875892652505,0.0117692277422293,0.169516063234926
"boom","s2n1",0.81258056119839,0.0580185336415009,0.0168577749147825,0.181160552055199
"boom","s2n1",0.86258056119839,0.07050372298381,0.0235433389464413,0.192652344299424
"boom","s2n1",0.91258056119839,0.0843231567562319,0.0320481908512721,0.203903687707299
"boom","s2n1",0.96258056119839,0.0992744644106972,0.0425095292358598,0.214832753414403
"boom","s2n1",1.01258056119839,0.115077634147003,0.0549346318862745,0.225364108523398
"boom","s2n1",1.06258056119839,0.131387152456693,0.0691650784425325,0.235427740388761
"boom","s2n1",1.11258056119839,0.147810113156396,0.0848608105686218,0.244955873983223
"boom","s2n1",1.16258056119839,0.163927891858099,0.101512242769861,0.253876584662623
"boom","s2n1",1.21258056119839,0.179318578906198,0.118482837112438,0.262103201922281
"boom","s2n1",1.26258056119839,0.193577585455483,0.135077013261319,0.269519219316177
"boom","s2n1",1.31258056119839,0.206334554630783,0.150621072765877,0.275960530977197
"boom","s2n1",1.36258056119839,0.217265671191534,0.164539810627248,0.281200455871008
"boom","s2n1",1.41258056119839,0.226101400261773,0.176410428853314,0.284946582086492
"boom","s2n1",1.46258056119839,0.232630399170837,0.185980278419863,0.286858391983886
"boom","s2n1",1.51258056119839,0.236700743361067,0.193145999254865,0.286588571176303
"boom","s2n1",1.56258056119839,0.238219690325912,0.197903701480371,0.283842285578998
"boom","s2n1",1.61258056119839,0.237153035903914,0.200284600023204,0.27844520879589
"boom","s2n1",1.66258056119839,0.233524776017238,0.20028440762599,0.270416466371078
"boom","s2n1",1.71258056119839,0.2274173497851,0.19778383987056,0.260051508558279
"boom","s2n1",1.76258056119839,0.218972269711903,0.192461812861706,0.248012878017339
"boom","s2n1",1.81258056119839,0.208390497477666,0.183777598917103,0.235349275671153
"boom","s2n1",1.86258056119839,0.195931560703559,0.171263340941665,0.223195979472016
"boom","s2n1",1.91258056119839,0.18191020042682,0.155149190114299,0.212128127140584
"boom","s2n1",1.96258056119839,0.166689372313358,0.136528216143713,0.201955180636832
"boom","s2n1",2.01258056119839,0.150668764139614,0.11680707403853,0.192210425298109
"boom","s2n1",2.06258056119839,0.134268653733784,0.0972435484277355,0.182540429872732
"boom","s2n1",2.11258056119839,0.117909841073153,0.0788127198617425,0.17276464057811
"boom","s2n1",2.16258056119839,0.101991363777727,0.0621980879474923,0.162823435370238
"boom","s2n1",2.21258056119839,0.0868684853390094,0.0478064239869213,0.152728301796385
"boom","s2n1",2.26258056119839,0.0728337679696976,0.0357956360661067,0.142530563576693
"boom","s2n1",2.31258056119839,0.0601037497161376,0.0261184573591914,0.132303083818977
"boom","s2n1",2.36258056119839,0.0488128672085493,0.0185781881466272,0.122129235456386
"boom","s2n1",2.41258056119839,0.0390150236219387,0.0128876566921349,0.112095787528447
"boom","s2n1",2.46258056119839,0.0306919336387644,0.00872233277383981,0.102287970593482
"boom","s2n1",2.51258056119839,0.0237664076572863,0.00576153433695005,0.0927858617303445
"boom","s2n1",2.56258056119839,0.018118263457237,0.00371558664691669,0.0836616776174004
"boom","s2n1",2.61258056119839,0.0136005980530338,0.00233998208133229,0.0749777855740997
"boom","s2n1",2.66258056119839,0.010054592894676,0.00143939932189226,0.0667853451321868
"boom","s2n2",0.327629050290501,0.0158431328747445,0.00375106025252491,0.0643960672877678
"boom","s2n2",0.377629050290501,0.0291878727220105,0.00789613992105589,0.101990081579339
"boom","s2n2",0.427629050290501,0.0513348696923895,0.0158622143836035,0.15374242086176
"boom","s2n2",0.477629050290501,0.0858049655829257,0.0303212936450154,0.219802178568665
"boom","s2n2",0.527629050290501,0.135611992045694,0.0549212810761409,0.297531477156188
"boom","s2n2",0.577629050290501,0.201739730971993,0.0937533510474352,0.381716599993933
"boom","s2n2",0.627629050290501,0.281777006282713,0.149946660033325,0.465975484126153
"boom","s2n2",0.677629050290501,0.369853030895092,0.223638589485236,0.544604137861157
"boom","s2n2",0.727629050290501,0.458345248662192,0.310568397245806,0.613832566165302
"boom","s2n2",0.777629050290501,0.540376818076579,0.402804003916145,0.672059504008591
"boom","s2n2",0.827629050290501,0.61153047755803,0.491560022135187,0.719354761968857
"boom","s2n2",0.877629050290501,0.670106100120786,0.570138499601097,0.756744563501368
"boom","s2n2",0.927629050290501,0.716385885392982,0.635178055228384,0.785618279881826
"boom","s2n2",0.977629050290501,0.751675504285935,0.686159236754637,0.807354753086778
"boom","s2n2",1.0276290502905,0.777569250546906,0.724202132415952,0.823131795288835
"boom","s2n2",1.0776290502905,0.795527178504538,0.751007755929397,0.833847662660037
"boom","s2n2",1.1276290502905,0.80668426207667,0.768217540323507,0.840095846715145
"boom","s2n2",1.1776290502905,0.811787914793279,0.777120037343239,0.842158632547719
"boom","s2n2",1.2276290502905,0.811189274879474,0.778552803623827,0.840004298354535
"boom","s2n2",1.2776290502905,0.804846880121,0.772885103764551,0.833280946538645
"boom","s2n2",1.3276290502905,0.79232599049528,0.760026757549273,0.821300059417406
"boom","s2n2",1.3776290502905,0.772795438823767,0.739452803706986,0.803007880028349
"boom","s2n2",1.4276290502905,0.7450432702614,0.710259667076104,0.776962366054241
"boom","s2n2",1.4776290502905,0.707558947973313,0.671289026059914,0.741368731687497
"boom","s2n2",1.5276290502905,0.658764160473579,0.621377152415255,0.694275789025278
"boom","s2n2",1.5776290502905,0.597497839165163,0.559796499494272,0.634080882142398
"boom","s2n2",1.6276290502905,0.523815265363114,0.486917325735772,0.560455046278709
"boom","s2n2",1.6776290502905,0.439951408393267,0.404988660251128,0.475520304070061
"boom","s2n2",1.7276290502905,0.350913282860354,0.318711782347836,0.384531957160724
"boom","s2n2",1.7776290502905,0.263924314585652,0.23500837701895,0.295026002835464
"boom","s2n2",1.8276290502905,0.186443153859916,0.161353893486051,0.214436090971924
"boom","s2n2",1.8776290502905,0.123696260373459,0.103057527755462,0.147787174287027
"boom","s2n2",1.9276290502905,0.0773111786182216,0.0614611094373645,0.0968270841579374
"boom","s2n2",1.9776290502905,0.0457384408789455,0.0344312870290817,0.0605260751968305
"boom","s2n2",2.0276290502905,0.0257428243836779,0.0182296870656007,0.0362381143261198
"boom","s2n2",2.0776290502905,0.0138432778522875,0.00916693047122162,0.0208549701299199
"boom","s2n2",2.1276290502905,0.0071356753006478,0.00439348117158901,0.0115695225687221
"boom","s2n2",2.1776290502905,0.00353347340926756,0.00201147395181541,0.00619995267382754
"boom","s2n2",2.2276290502905,0.00168322890779096,0.000880906851079047,0.00321394803959952
"boom","s2n2",2.2776290502905,0.000771999239396667,0.000369310048202053,0.00161306511841638
"boom","s2n2",2.3276290502905,0.00034105416568943,0.000148279814211761,0.000784252366934932
"boom","s2n2",2.3776290502905,0.000145167513521373,0.0000570297991806024,0.000369468891559141
"boom","set",-0.5,0.190585853332321,0.153153173793221,0.234632687176451
"boom","set",-0.45,0.192148768553536,0.155473489375481,0.235067456319717
"boom","set",-0.4,0.193721433074064,0.15780274500998,0.235529419084806
"boom","set",-0.35,0.195303857438321,0.160138517566006,0.236021182065507
"boom","set",-0.3,0.196896051320254,0.162478095131161,0.236545631083946
"boom","set",-0.25,0.198498023510927,0.164818451153735,0.237105956685189
"boom","set",-0.2,0.200109781906134,0.167156219079489,0.237705679135639
"boom","set",-0.15,0.201731333494087,0.169487668847145,0.238348671561482
"boom","set",-0.1,0.203362684343134,0.171808687117537,0.239039179352565
"boom","set",-0.05,0.205003839589567,0.174114763709355,0.239781833359369
"boom","set",0,0.206654803425479,0.176400987368576,0.240581653756359
"boom","set",0.05,0.20831557908671,0.178662054642112,0.241444040801797
"boom","set",0.1,0.209986168840857,0.180892296144083,0.242374748206065
